"idauniq","W4_Drink","W5_Drink","W6_Drink","W7_Drink","W8_Drink","Sex"
118563,3,3,2,3,3,2
118568,1,1,1,1,1,2
118581,3,3,3,2,3,1
118584,-99,-99,-99,-99,-99,1
118589,2,2,2,2,2,2
118595,2,2,2,2,2,1
118596,-99,4,3,3,3,1
118597,1,1,2,1,-99,2
118598,1,2,2,1,2,2
118599,2,1,2,2,2,1
118600,-99,-99,-99,-99,-99,1
118601,2,3,3,4,3,2
118603,2,-99,-99,-99,-99,2
118604,2,3,2,2,3,2
118607,-99,3,3,3,3,1
118609,2,2,2,2,2,1
118611,2,1,2,2,1,2
118615,3,3,-99,3,3,1
118617,2,1,2,2,-99,2
118619,2,3,2,2,2,1
118620,3,3,-99,2,-99,2
118621,3,3,4,4,4,1
118625,-99,-99,-99,-99,-99,1
118629,2,3,2,2,2,2
118630,2,1,1,1,1,1
118639,3,3,3,3,4,1
118640,3,1,-99,-99,-99,2
118646,2,3,2,2,3,2
118648,1,1,1,1,-99,2
118654,1,2,2,2,1,2
118655,-99,3,-99,-99,-99,1
118657,2,2,1,2,1,2
118660,2,1,2,3,3,2
118661,-99,-99,-99,-99,-99,2
118664,2,-99,1,1,2,2
118665,2,2,2,-99,2,1
118667,1,1,1,1,1,2
118670,2,2,2,2,2,2
118679,2,3,2,2,2,2
118684,1,1,1,-99,1,2
118687,3,3,3,3,2,1
118689,-99,-99,-99,-99,-99,2
118692,-99,-99,-99,-99,-99,1
118697,3,3,-99,3,3,2
118699,3,3,3,-99,2,1
118704,-99,2,2,1,2,2
118709,-99,-99,-99,-99,-99,2
118710,-99,1,2,1,1,2
118716,-99,-99,-99,-99,-99,2
118721,2,2,2,2,2,2
118722,-99,-99,1,-99,1,2
118725,-99,1,1,1,1,2
118728,-99,-99,-99,-99,-99,2
118730,2,-99,1,-99,-99,2
118732,3,3,3,2,-99,1
118734,2,2,1,2,-99,2
118738,2,2,1,1,1,2
118739,-99,-99,2,2,-99,2
118740,2,2,2,1,2,2
118746,3,3,3,3,3,1
118747,2,2,2,2,2,1
118748,2,1,2,1,2,2
118749,3,3,3,2,-99,1
118752,-99,2,2,2,1,2
118756,2,2,2,2,3,2
118760,2,2,2,2,2,2
118770,1,1,2,2,2,2
118771,1,-99,-99,-99,-99,2
118776,-99,2,4,2,2,2
118778,2,1,1,-99,1,1
118781,1,1,2,1,1,2
118782,2,1,1,1,1,2
118783,-99,-99,-99,-99,-99,2
118784,1,2,2,2,2,2
118789,3,3,4,2,-99,1
118790,-99,3,3,3,3,2
118792,3,2,3,2,2,2
118796,1,1,2,1,-99,2
118797,3,2,3,3,3,2
118799,1,-99,1,1,1,2
118800,1,-99,-99,1,1,2
118801,1,1,1,1,-99,2
118804,3,3,3,3,3,1
118820,3,3,3,-99,3,2
118822,3,2,2,2,2,1
118823,-99,-99,2,-99,-99,2
118824,3,3,4,4,4,2
118826,2,2,2,2,2,2
118829,-99,1,-99,-99,-99,2
118831,1,1,2,1,1,2
118840,-99,-99,-99,1,-99,2
118842,2,2,2,2,2,2
118848,2,2,1,1,1,2
118851,3,3,3,3,3,1
118852,-99,-99,-99,-99,-99,2
118857,3,3,3,3,3,1
118861,2,2,2,2,2,2
118864,2,2,1,2,2,2
118866,-99,1,-99,-99,1,2
118868,3,3,3,-99,4,2
118871,2,-99,2,2,2,2
118877,-99,3,3,3,3,1
118879,2,2,2,2,2,1
118888,2,3,3,3,3,1
118889,3,3,3,3,3,1
118890,4,4,-99,-99,4,2
118893,2,2,1,2,2,1
118895,2,2,1,1,1,2
118897,2,2,-99,3,2,1
118898,3,2,2,2,2,2
118902,1,1,1,1,-99,2
118905,1,1,1,1,1,2
118909,2,2,1,2,1,2
118915,2,3,2,3,3,2
118916,2,2,2,1,1,2
118917,3,2,2,2,2,1
118918,2,2,2,2,2,2
118919,2,1,2,1,1,1
118920,-99,-99,-99,-99,-99,1
118925,2,2,2,2,2,2
118931,3,3,3,2,3,1
118934,-99,3,2,2,-99,2
118936,3,3,3,4,3,2
118938,2,2,1,1,1,2
118944,-99,-99,-99,-99,-99,1
118945,2,1,1,2,1,1
118952,1,2,1,2,2,1
118954,1,1,1,1,-99,1
118955,-99,3,3,3,2,2
118958,3,4,3,3,2,1
118959,2,-99,-99,2,2,2
118960,1,-99,-99,-99,1,2
118961,1,2,-99,1,-99,1
118963,2,3,2,2,3,2
118964,3,3,3,-99,4,2
118975,2,3,3,3,3,1
118977,2,1,2,1,-99,2
118979,2,2,1,2,2,2
118981,2,2,2,2,2,1
118982,3,2,2,2,2,1
118989,3,2,-99,3,-99,2
118990,2,1,2,2,2,2
118994,3,3,2,3,3,1
118998,2,1,2,2,1,1
119000,3,3,3,3,3,2
119001,2,2,3,2,2,2
119002,2,2,2,3,2,2
119009,-99,-99,2,2,2,2
119012,2,2,2,2,2,2
119021,3,2,3,2,2,1
119035,-99,2,2,1,1,2
119036,2,2,2,2,2,2
119037,-99,2,2,2,2,1
119044,-99,-99,1,1,-99,2
119046,-99,-99,-99,-99,-99,2
119049,-99,-99,-99,-99,-99,2
119052,2,2,-99,-99,2,1
119053,-99,-99,-99,-99,-99,2
119055,2,2,3,2,1,2
119059,2,2,2,2,2,2
119060,3,2,2,2,2,1
119061,2,-99,4,2,1,2
119063,-99,2,1,1,1,1
119064,-99,-99,-99,-99,-99,2
119065,2,2,2,2,2,1
119066,2,1,1,-99,1,2
119068,-99,-99,-99,-99,-99,2
119075,2,3,2,2,2,2
119078,2,2,2,-99,-99,1
119079,1,2,2,2,2,1
119082,-99,1,2,2,2,1
119083,-99,-99,-99,-99,-99,2
119084,2,2,3,2,1,1
119088,-99,-99,-99,-99,-99,2
119095,-99,-99,-99,-99,-99,2
119097,3,3,3,3,3,1
119104,3,3,3,2,3,2
119105,1,-99,-99,-99,-99,2
119106,3,2,2,3,3,1
119109,-99,-99,-99,-99,-99,1
119110,2,1,-99,-99,1,2
119113,1,1,1,1,1,1
119114,2,2,2,2,2,1
119115,3,2,2,2,2,1
119119,2,2,3,2,2,1
119120,-99,-99,-99,-99,-99,2
119123,2,2,2,2,2,2
119124,2,2,1,2,2,1
119125,-99,-99,-99,-99,-99,1
119127,-99,1,-99,-99,-99,1
119138,2,2,3,2,2,1
119145,3,3,3,3,3,1
119148,-99,-99,-99,-99,-99,2
119149,2,-99,-99,1,2,2
119150,2,3,2,2,2,2
119157,-99,-99,-99,-99,-99,2
119159,3,3,3,3,3,1
119162,2,2,2,1,1,1
119166,3,3,3,3,4,1
119167,3,3,3,-99,1,1
119173,2,2,2,-99,-99,1
119174,1,2,1,1,-99,1
119179,3,3,-99,-99,3,1
119182,3,2,1,3,1,1
119183,-99,3,3,3,3,1
119186,-99,-99,-99,-99,-99,2
119188,3,3,-99,3,2,2
119191,-99,2,2,2,2,2
119194,2,2,1,-99,1,1
119197,2,1,2,2,2,2
119198,4,3,4,4,4,2
119201,-99,2,-99,2,3,2
119203,2,2,2,2,2,1
119204,3,3,3,2,3,2
119208,-99,1,1,1,1,2
119209,1,2,1,-99,2,2
119212,4,3,3,3,3,2
119213,3,3,3,3,4,1
119214,2,2,1,2,2,2
119218,2,2,2,2,2,2
119220,3,3,3,3,3,1
119226,3,3,3,3,3,1
119231,4,3,3,3,1,2
119233,2,3,3,3,3,2
119234,3,3,4,3,3,1
119237,1,1,2,2,2,2
119240,3,3,3,2,3,2
119243,3,3,3,3,3,2
119247,3,3,4,3,3,2
119250,-99,-99,-99,-99,-99,2
119252,-99,-99,-99,-99,-99,2
119253,2,2,2,2,2,1
119254,-99,-99,-99,2,2,2
119263,1,1,1,1,-99,2
119265,2,2,2,2,2,1
119271,1,2,2,2,1,1
119274,-99,1,-99,1,1,2
119275,4,4,3,4,-99,1
119289,2,2,2,2,2,1
119291,2,2,2,1,2,2
119297,3,3,3,3,3,1
119299,2,2,1,1,2,2
119302,3,3,3,2,2,2
119303,1,-99,-99,1,-99,2
119308,2,2,2,1,2,1
119315,4,4,4,3,3,2
119318,-99,-99,-99,-99,-99,2
119319,3,-99,3,-99,-99,1
119325,3,3,3,3,3,1
119326,1,1,1,1,1,2
119330,2,3,3,3,3,1
119333,2,1,2,2,2,2
119337,1,1,2,2,1,2
119340,1,1,1,2,2,2
119342,1,1,2,1,1,2
119348,2,2,-99,2,2,2
119350,3,3,2,3,2,2
119351,3,3,4,3,3,1
119352,1,-99,1,-99,-99,1
119355,3,2,2,3,2,1
119357,1,1,1,1,1,1
119358,3,2,2,2,2,2
119359,2,2,2,2,2,2
119363,-99,-99,-99,2,2,1
119372,2,3,2,3,2,2
119377,2,2,2,2,2,1
119378,2,-99,2,-99,2,1
119381,3,2,2,1,-99,2
119382,-99,3,3,2,3,2
119383,3,3,3,-99,3,1
119385,1,1,-99,1,1,1
119391,1,1,1,1,1,1
119394,2,2,2,2,3,1
119404,-99,-99,-99,-99,-99,1
119406,1,1,2,1,1,1
119409,2,2,3,1,3,1
119412,2,2,2,2,2,2
119413,2,-99,2,2,-99,1
119417,2,1,2,1,1,2
119418,1,3,3,2,-99,1
119419,2,2,2,2,2,2
119425,3,3,4,4,4,1
119427,3,3,3,2,2,1
119431,-99,4,3,3,-99,1
119438,-99,-99,-99,2,2,2
119441,3,3,3,3,3,1
119446,2,2,1,2,1,1
119447,-99,1,-99,-99,-99,2
119451,3,3,3,3,3,1
119453,-99,-99,2,-99,2,2
119457,3,3,2,2,2,2
119464,-99,1,2,2,2,1
119469,2,1,2,2,2,2
119471,-99,-99,3,-99,-99,2
119473,3,4,4,3,3,2
119475,3,2,2,-99,2,2
119477,4,4,4,4,4,1
119483,2,2,1,1,1,2
119491,-99,2,2,-99,2,1
119494,1,-99,1,1,-99,2
119499,4,3,4,4,4,1
119505,-99,2,2,2,2,2
119506,4,-99,-99,-99,-99,2
119507,1,1,-99,-99,-99,1
119511,2,-99,1,1,1,2
119514,2,2,3,3,1,1
119515,1,1,1,1,1,2
119521,-99,2,2,1,2,2
119522,-99,-99,-99,-99,-99,2
119523,2,3,2,3,3,1
119529,-99,2,3,-99,2,1
119532,2,2,2,3,2,1
119533,3,3,3,3,2,1
119538,4,3,3,2,2,2
119541,-99,-99,-99,-99,-99,2
119544,1,1,-99,-99,-99,2
119545,2,-99,1,1,1,1
119547,1,1,1,1,1,2
119549,3,3,3,3,3,1
119556,-99,3,3,3,3,1
119559,1,-99,1,-99,-99,1
119560,2,1,1,1,2,2
119561,2,2,2,1,1,2
119562,4,4,4,3,3,1
119565,2,-99,2,1,-99,1
119567,1,-99,-99,-99,-99,2
119569,2,2,2,2,3,2
119577,3,3,3,2,2,2
119582,1,1,-99,-99,-99,2
119599,-99,-99,-99,-99,-99,2
119601,2,2,3,3,2,1
119602,2,1,2,2,2,2
119611,2,2,2,2,2,2
119618,2,-99,-99,-99,1,2
119631,-99,2,2,2,2,1
119635,3,3,3,3,3,2
119643,2,2,2,2,2,1
119645,1,1,-99,2,-99,2
119654,2,2,3,2,2,1
119656,3,1,1,2,-99,1
119661,3,3,3,2,2,1
119662,3,3,3,3,3,2
119663,-99,2,2,1,3,1
119673,2,2,2,2,1,1
119677,2,2,2,2,2,2
119679,4,3,2,3,3,2
119681,1,2,-99,2,2,1
119682,2,2,2,2,3,1
119683,-99,1,1,1,1,2
119686,3,4,2,3,3,1
119689,2,3,-99,2,2,1
119695,2,2,2,2,2,2
119700,1,2,2,2,2,2
119701,2,1,1,2,1,2
119705,-99,-99,-99,1,-99,1
119706,2,1,1,1,1,2
119711,2,3,3,4,2,1
119724,-99,3,3,2,2,1
119727,3,3,3,3,3,1
119728,1,1,-99,-99,3,2
119731,3,3,1,4,1,2
119735,2,3,-99,2,-99,1
119736,2,1,2,2,2,2
119737,2,2,2,2,-99,1
119741,-99,-99,-99,-99,1,2
119742,-99,-99,-99,-99,-99,2
119744,3,3,3,2,2,1
119745,-99,-99,-99,-99,-99,1
119746,1,2,1,1,1,1
119747,-99,2,2,2,2,2
119751,2,2,2,2,2,1
119758,-99,3,2,2,3,2
119760,1,1,1,1,2,2
119761,2,2,2,2,2,2
119768,1,2,1,3,3,1
119774,1,2,-99,1,-99,2
119777,3,3,3,-99,-99,1
119780,2,2,2,2,-99,1
119782,2,2,2,2,1,2
119783,2,2,2,2,2,2
119789,3,3,3,2,3,1
119790,4,4,4,3,3,1
119793,3,3,-99,-99,3,2
119796,1,-99,-99,1,-99,1
119797,-99,-99,-99,2,2,2
119798,1,2,2,2,1,2
119801,1,1,1,1,-99,2
119808,-99,-99,-99,-99,-99,1
119815,-99,-99,-99,-99,-99,2
119816,2,2,2,2,2,2
119818,3,3,3,3,2,2
119819,3,3,-99,3,3,1
119820,2,1,2,1,1,2
119822,2,4,2,-99,2,2
119829,2,2,-99,2,1,2
119832,-99,1,1,1,1,2
119833,3,2,1,1,2,1
119836,-99,2,2,2,2,1
119845,3,2,2,2,2,2
119846,3,2,2,1,2,2
119853,2,2,2,2,2,2
119855,3,1,3,3,2,1
119861,-99,2,2,2,2,1
119867,-99,1,1,1,1,1
119868,2,2,2,2,2,2
119869,-99,1,1,-99,-99,2
119871,2,1,2,2,1,1
119876,2,2,2,2,2,2
119881,1,1,1,2,2,2
119884,2,2,-99,2,-99,1
119888,2,2,1,2,2,1
119889,3,3,3,3,3,1
119893,2,2,2,2,-99,2
119894,1,2,1,1,2,2
119897,3,3,3,3,3,2
119903,1,2,2,1,1,2
119910,-99,2,3,-99,-99,1
119914,2,2,2,2,1,2
119916,2,2,3,3,2,1
119917,4,4,3,3,3,1
119919,1,1,2,1,1,2
119921,3,3,3,3,3,2
119922,1,1,-99,-99,3,2
119930,3,2,3,4,3,1
119938,-99,1,1,1,1,2
119939,1,1,2,1,-99,1
119941,1,2,1,1,-99,2
119945,-99,-99,-99,-99,-99,2
119947,2,2,1,1,1,2
119948,2,1,-99,1,1,2
119953,2,2,2,2,2,1
119955,3,2,2,2,2,2
119956,2,2,2,2,-99,2
119959,2,2,2,2,2,2
119960,2,2,2,-99,-99,1
119962,1,-99,1,-99,-99,1
119965,1,1,1,1,1,2
119967,-99,-99,-99,-99,-99,2
119972,3,3,4,3,3,2
119973,2,2,2,2,1,1
119977,2,2,3,3,2,1
119984,2,-99,2,2,2,1
119994,-99,-99,-99,-99,-99,2
119997,3,4,3,2,3,1
120002,-99,-99,-99,-99,-99,2
120006,3,3,3,3,3,1
120010,1,1,1,1,1,1
120013,-99,3,3,1,3,1
120014,3,3,3,2,2,2
120016,1,1,1,1,2,2
120017,2,2,1,3,-99,2
120021,-99,-99,-99,-99,-99,2
120022,2,3,3,3,3,1
120025,2,3,3,3,3,1
120026,2,1,1,1,1,2
120032,-99,1,1,1,1,1
120033,2,1,2,2,2,1
120040,-99,3,2,3,2,2
120041,3,3,3,3,3,2
120043,-99,1,-99,-99,-99,1
120045,2,3,3,3,2,1
120050,-99,-99,-99,-99,-99,2
120052,-99,-99,-99,-99,2,1
120054,-99,-99,-99,-99,-99,2
120057,-99,3,3,2,3,1
120058,1,2,2,2,2,2
120060,3,3,2,3,3,1
120063,1,1,1,1,1,2
120064,2,2,2,2,2,1
120065,-99,-99,-99,1,-99,1
120068,-99,-99,-99,-99,-99,2
120075,3,3,3,3,3,2
120076,2,2,2,2,2,1
120078,-99,-99,-99,-99,-99,1
120079,2,2,1,2,2,2
120084,3,3,3,3,4,1
120085,-99,1,2,2,2,1
120089,2,1,1,2,3,2
120092,2,2,2,3,1,2
120094,-99,-99,-99,-99,-99,2
120097,-99,-99,-99,-99,2,2
120098,1,1,1,1,1,2
120107,1,1,1,1,1,2
120110,4,2,-99,3,-99,2
120111,-99,1,2,2,-99,2
120117,3,-99,2,2,2,2
120119,-99,-99,-99,-99,-99,1
120123,2,2,2,2,2,2
120124,-99,-99,-99,-99,-99,2
120138,-99,2,2,2,3,2
120139,1,2,1,2,-99,2
120142,2,2,1,2,1,1
120157,1,-99,-99,-99,-99,2
120161,2,2,2,2,2,2
120163,2,2,2,-99,2,2
120164,4,4,-99,4,4,2
120165,2,2,3,1,4,2
120166,1,1,1,1,1,1
120169,-99,-99,1,1,1,1
120172,3,4,4,4,4,1
120176,1,2,2,2,3,1
120178,2,3,2,3,3,1
120180,2,3,2,2,2,1
120182,4,4,2,3,3,2
120183,1,2,2,1,1,1
120184,3,3,2,2,2,1
120185,3,2,2,2,2,1
120199,3,3,4,3,3,1
120206,3,3,3,3,3,1
120207,2,2,2,2,2,1
120208,-99,-99,-99,1,-99,2
120209,2,2,-99,2,2,1
120214,2,2,2,2,2,2
120217,3,3,2,2,2,1
120218,-99,-99,2,1,2,2
120222,2,2,2,2,2,2
120224,3,2,2,2,2,1
120225,2,2,2,2,2,1
120227,-99,-99,3,3,3,1
120229,3,3,3,3,3,1
120230,2,-99,2,2,2,1
120231,2,2,2,1,1,1
120234,-99,-99,-99,-99,-99,2
120237,-99,-99,-99,-99,-99,2
120242,2,1,2,2,2,2
120243,1,1,1,1,1,2
120245,1,1,1,2,1,2
120247,2,1,1,1,1,2
120249,2,2,2,-99,3,1
120250,-99,2,2,1,2,2
120254,2,1,1,1,1,2
120258,3,3,3,3,3,1
120265,4,3,3,4,-99,2
120268,3,3,3,3,3,1
120276,2,1,-99,1,1,1
120280,3,2,-99,-99,2,2
120282,2,1,1,1,2,2
120288,1,-99,2,-99,-99,1
120293,-99,-99,2,-99,-99,2
120294,2,3,2,2,3,2
120296,1,4,3,4,1,1
120305,2,1,1,1,1,2
120306,2,2,-99,1,2,1
120307,1,-99,-99,-99,-99,2
120312,3,3,3,2,2,2
120313,3,2,3,3,3,1
120321,2,2,2,2,2,1
120322,1,1,1,1,1,2
120330,-99,3,-99,-99,2,2
120333,3,3,2,3,3,2
120335,3,3,3,3,3,2
120337,3,3,3,3,3,1
120340,-99,2,3,2,3,1
120342,2,3,2,2,3,1
120346,3,3,3,2,2,2
120347,1,1,1,-99,-99,2
120354,3,3,3,2,3,1
120355,2,1,3,2,3,1
120362,2,3,3,-99,3,1
120364,1,1,1,2,1,2
120366,2,3,2,2,1,2
120370,3,3,3,3,1,1
120375,2,2,2,2,2,2
120380,3,3,2,2,3,2
120383,2,2,3,2,2,2
120391,2,2,2,1,2,2
120392,-99,1,2,1,1,2
120393,2,2,2,3,2,1
120397,1,1,-99,2,1,1
120400,3,3,3,2,3,1
120401,2,2,1,1,1,2
120407,2,3,3,2,2,1
120409,-99,3,2,2,-99,1
120416,3,3,1,3,3,1
120420,1,-99,-99,1,-99,2
120422,3,3,4,4,3,1
120427,2,2,2,2,2,2
120433,-99,-99,-99,-99,-99,2
120435,3,3,2,3,3,2
120438,2,2,2,2,2,1
120439,3,3,-99,3,2,1
120441,1,1,1,1,1,2
120442,3,2,2,2,2,1
120447,2,3,-99,3,-99,1
120448,-99,2,2,1,2,2
120449,3,3,3,3,2,1
120452,1,2,2,2,-99,2
120456,3,-99,3,-99,3,1
120457,2,3,2,2,2,1
120458,-99,-99,-99,-99,-99,2
120461,3,2,2,2,1,2
120463,2,2,3,2,2,2
120464,3,3,3,2,2,2
120467,3,2,2,2,2,1
120468,1,2,1,1,1,2
120472,3,3,3,3,3,2
120478,2,2,1,-99,-99,2
120482,3,4,3,3,-99,1
120484,2,-99,2,2,2,2
120485,2,3,3,3,3,2
120493,1,2,2,2,2,2
120498,3,2,3,2,3,1
120501,2,3,3,3,3,1
120503,-99,2,2,3,2,2
120504,1,1,-99,1,1,2
120510,2,2,2,2,2,1
120514,-99,-99,-99,-99,-99,2
120523,2,2,2,1,2,1
120526,3,3,3,3,3,1
120532,1,1,2,2,1,1
120534,2,3,2,2,2,2
120539,-99,-99,3,1,1,1
120542,2,2,2,2,1,1
120550,3,2,2,2,1,2
120551,2,2,2,2,2,1
120554,-99,-99,-99,-99,-99,2
120558,2,2,1,1,1,2
120563,-99,-99,-99,-99,-99,2
120568,2,2,2,2,1,2
120570,3,3,3,3,2,1
120574,1,1,-99,1,1,2
120575,-99,3,3,-99,-99,1
120578,2,1,2,1,3,1
120580,1,-99,-99,1,-99,2
120582,1,2,2,2,3,1
120587,-99,-99,3,3,-99,1
120590,3,3,3,3,4,2
120591,2,2,-99,2,2,2
120595,3,-99,3,2,3,1
120597,3,1,2,2,3,1
120598,-99,2,2,2,2,2
120601,2,2,2,2,1,2
120617,2,-99,1,1,1,2
120619,2,1,2,2,1,1
120624,-99,-99,-99,-99,-99,2
120627,-99,1,1,1,-99,2
120629,3,3,2,3,2,2
120631,2,-99,1,1,1,2
120632,3,3,3,3,3,1
120633,2,2,2,2,2,2
120637,2,2,2,2,2,1
120652,3,3,2,2,1,1
120653,1,1,-99,1,1,2
120657,2,1,1,1,1,2
120662,-99,3,3,3,2,2
120666,3,2,3,3,2,1
120667,3,2,3,2,2,2
120671,2,2,1,2,1,2
120674,4,3,4,4,3,1
120678,3,4,2,3,3,1
120680,-99,2,2,2,1,2
120681,3,3,3,3,3,1
120685,3,3,3,-99,3,1
120687,2,3,3,2,3,1
120688,1,2,1,1,-99,2
120689,2,2,2,1,1,1
120692,2,3,-99,3,3,1
120693,2,2,2,1,-99,2
120694,3,3,3,3,3,1
120695,2,2,2,2,1,2
120697,2,3,2,2,2,2
120700,2,3,2,2,2,1
120701,2,2,2,2,2,1
120703,1,1,1,1,2,2
120705,2,1,1,2,2,2
120712,3,3,3,-99,2,1
120718,3,3,-99,3,-99,1
120719,2,1,2,2,1,1
120720,4,3,3,3,3,1
120723,3,-99,-99,3,-99,1
120725,1,1,2,-99,2,2
120726,-99,-99,-99,-99,-99,2
120732,1,2,2,2,1,2
120735,-99,2,4,3,4,2
120736,1,2,2,1,2,1
120739,1,2,1,1,1,2
120741,1,-99,-99,-99,-99,2
120742,1,1,1,2,1,2
120743,3,3,3,3,2,1
120745,3,3,3,-99,2,1
120747,2,2,2,2,1,2
120749,3,3,2,3,2,2
120750,2,1,1,1,1,1
120751,3,2,2,2,2,1
120752,-99,-99,-99,-99,-99,2
120761,2,2,1,2,2,2
120769,3,3,-99,3,-99,1
120771,2,2,2,2,2,1
120772,2,2,3,3,3,2
120775,2,2,2,-99,-99,2
120776,-99,-99,1,-99,2,2
120780,-99,-99,-99,-99,1,2
120782,-99,2,2,2,2,1
120783,2,1,1,1,-99,2
120785,3,3,2,2,2,1
120789,1,2,2,2,2,1
120791,3,3,3,3,3,1
120793,4,4,4,4,4,1
120794,3,2,2,2,1,1
120795,2,1,1,2,1,2
120797,-99,-99,-99,-99,-99,2
120798,2,1,1,1,1,2
120799,3,3,2,2,2,1
120801,2,4,3,-99,3,1
120802,1,2,2,2,2,2
120803,2,3,2,2,2,1
120804,-99,2,2,2,1,2
120807,1,1,1,-99,1,2
120809,2,2,2,2,2,1
120813,2,2,2,2,2,1
120815,1,2,1,2,2,2
120817,2,-99,-99,-99,-99,2
120826,2,3,2,3,3,2
120828,-99,1,2,1,1,2
120829,1,1,2,1,1,1
120834,-99,-99,-99,-99,-99,2
120835,2,-99,2,1,1,1
120838,1,2,2,-99,2,2
120839,-99,-99,-99,-99,-99,1
120841,3,3,4,2,3,2
120842,2,2,2,2,2,2
120847,2,2,2,2,2,1
120854,3,3,3,3,3,1
120857,3,2,3,1,3,1
120862,2,-99,-99,3,3,2
120865,3,3,4,4,3,1
120866,2,2,2,2,-99,2
120867,1,-99,-99,-99,-99,2
120868,2,2,2,3,2,2
120869,3,3,2,2,2,1
120874,2,2,2,1,2,2
120878,2,2,2,-99,2,1
120880,-99,-99,-99,-99,-99,1
120881,3,2,2,2,2,2
120883,2,2,2,2,2,2
120884,2,3,2,2,1,1
120885,3,3,3,3,3,2
120887,2,3,2,2,2,2
120891,2,2,3,-99,2,2
120892,2,3,3,3,2,1
120895,2,2,2,2,2,1
120901,2,2,2,2,2,1
120902,2,2,-99,2,2,1
120904,2,-99,2,2,2,2
120915,2,3,3,3,2,2
120916,3,3,4,3,3,2
120918,3,-99,2,2,2,2
120924,3,4,4,4,-99,2
120927,1,1,2,1,1,2
120931,2,1,1,1,1,1
120932,2,3,3,3,3,1
120933,1,1,2,1,1,2
120942,2,2,2,2,2,2
120946,2,-99,-99,-99,1,2
120948,-99,-99,-99,-99,-99,1
120949,3,3,3,3,3,1
120951,1,2,1,1,1,2
120953,2,1,1,1,2,1
120954,1,-99,1,2,-99,2
120955,-99,-99,-99,-99,-99,2
120956,2,-99,2,2,1,1
120958,2,2,3,3,3,2
120961,3,3,3,4,3,1
120964,2,2,-99,2,-99,1
120966,3,3,-99,2,2,2
120968,3,4,3,2,2,2
120970,3,3,3,3,3,1
120972,-99,3,3,2,2,1
120973,2,2,2,2,1,2
120974,2,2,2,2,1,2
120978,2,2,2,2,2,2
120984,-99,2,2,1,-99,2
120986,2,2,2,-99,2,2
120998,2,2,2,-99,1,2
120999,2,2,2,2,3,1
121002,-99,2,2,2,2,2
121005,3,3,3,3,3,1
121007,-99,-99,-99,-99,-99,1
121008,2,2,2,2,1,2
121020,2,2,-99,2,2,1
121023,1,1,-99,-99,-99,2
121028,3,3,-99,1,1,1
121029,3,3,3,3,3,1
121038,1,1,1,2,2,2
121041,3,3,3,3,2,2
121042,-99,-99,-99,-99,-99,2
121044,1,1,-99,1,-99,1
121048,3,3,3,2,2,1
121051,2,-99,2,2,2,1
121053,1,2,2,2,3,1
121055,3,3,3,3,3,2
121060,2,2,1,2,2,2
121063,1,1,1,1,-99,2
121068,1,1,1,1,1,1
121070,1,1,2,2,1,1
121071,3,3,2,2,2,2
121072,1,3,3,3,3,1
121080,4,3,3,3,3,2
121081,3,3,3,3,-99,1
121085,3,3,-99,-99,-99,1
121094,-99,3,3,3,3,1
121100,-99,-99,-99,-99,-99,1
121106,2,-99,2,2,2,1
121107,2,1,2,2,-99,2
121110,-99,-99,-99,-99,-99,1
121114,1,1,2,1,-99,1
121115,3,3,3,3,2,1
121116,2,3,2,2,2,2
121119,-99,3,3,3,3,1
121121,1,2,2,2,1,2
121124,1,2,2,2,2,2
121126,2,2,1,2,2,1
121128,2,1,2,2,2,2
121132,2,-99,2,-99,2,2
121142,2,2,1,2,2,2
121143,-99,1,2,1,2,2
121146,1,1,1,1,2,2
121154,4,3,3,3,3,1
121156,1,1,2,2,2,2
121158,-99,-99,-99,-99,-99,2
121165,1,-99,-99,-99,-99,1
121167,-99,-99,-99,-99,-99,1
121174,-99,-99,-99,-99,-99,2
121176,4,3,2,1,1,2
121180,3,2,2,3,3,2
121182,1,1,1,2,2,2
121187,2,2,1,1,2,2
121188,2,2,2,2,2,1
121190,2,2,2,2,2,2
121191,-99,-99,-99,-99,-99,2
121192,1,2,2,2,2,1
121194,-99,2,2,1,1,2
121199,2,2,2,2,2,1
121204,2,2,2,1,-99,1
121209,-99,1,1,1,1,2
121223,2,2,-99,-99,-99,2
121234,3,3,3,3,3,1
121236,-99,1,-99,-99,-99,2
121240,3,3,3,3,4,2
121244,2,1,2,1,1,1
121246,-99,1,-99,-99,-99,2
121247,4,3,-99,2,2,2
121248,2,2,2,1,-99,2
121251,3,3,-99,4,-99,1
121252,-99,2,-99,-99,-99,1
121254,2,-99,2,1,1,2
121260,-99,1,1,-99,-99,2
121261,3,4,3,4,4,1
121262,-99,2,2,2,2,1
121263,3,3,3,3,3,2
121268,-99,2,-99,2,-99,2
121269,3,3,3,3,-99,2
121275,2,2,2,2,2,2
121281,2,2,3,2,2,1
121290,3,3,3,3,3,1
121296,2,1,-99,-99,-99,2
121299,3,-99,-99,3,2,1
121306,1,1,1,1,1,1
121313,1,2,-99,-99,-99,2
121314,4,3,4,3,3,2
121318,2,2,2,3,2,1
121321,1,1,1,2,1,1
121323,1,-99,-99,-99,-99,1
121324,2,2,2,2,2,2
121332,4,4,3,3,2,1
121334,3,3,2,2,3,1
121335,-99,-99,-99,2,-99,1
121340,3,3,-99,1,3,1
121347,1,1,1,-99,1,2
